26.58907 2.08216 44762.39844 0.00005
26.58907 2.07850 55894.32812 0.00075
26.58907 2.07484 62237.88281 0.00869
26.58907 2.07118 59369.28906 0.08503
26.58907 2.06752 43035.32031 0.70209
26.58907 2.06386 15195.28809 4.89432
26.58907 2.06020 -14551.00488 28.80501
26.58907 2.05654 -35392.93359 143.12682
26.58907 2.05288 -41123.13672 600.41464
26.58907 2.04922 -28031.10352 2126.46758
26.58907 2.04556 8634.47461 6358.33649
26.58907 2.04190 67626.49219 16051.12589
26.58907 2.03824 127298.92188 34209.34395
26.58907 2.03458 144144.26562 61554.70318
26.58907 2.03092 77779.38281 93509.33932
26.58907 2.02726 -72579.25000 119929.49000
26.58907 2.02360 -254066.37500 129859.65248
26.58907 2.01994 -388157.87500 118713.39821
26.58907 2.01628 -421942.06250 91622.57408
26.58907 2.01262 -360772.00000 59701.12182
26.58907 2.00896 -256290.53125 32842.76752
26.58907 2.00530 -164542.75000 15253.66666
26.58907 2.00164 -112539.93750 5981.16810
26.58907 1.99798 -95961.42969 1980.04480
26.58907 1.99432 -97330.60938 553.40270
26.58907 1.99066 -101257.92969 130.58244
26.58907 1.98700 -98257.60156 26.01390
26.58907 1.98335 -85067.57031 4.37526
26.58907 1.97969 -66083.13281 0.62127
26.58907 1.97603 -50771.62891 0.07448
26.58907 1.97237 -45195.69141 0.00754
26.58907 1.96871 -46496.84375 0.00064
26.58907 1.96505 -47470.69922 0.00005

26.45960 2.08216 60101.49219 0.00013
26.45960 2.07850 69979.61719 0.00172
26.45960 2.07484 73314.10938 0.01988
26.45960 2.07118 65806.32812 0.19443
26.45960 2.06752 45165.30078 1.60542
26.45960 2.06386 14784.99316 11.19146
26.45960 2.06020 -16475.41602 65.86619
26.45960 2.05654 -39416.66797 327.27701
26.45960 2.05288 -48428.60156 1372.92160
26.45960 2.04922 -39627.47266 4862.42851
26.45960 2.04556 -8222.91211 14539.11500
26.45960 2.04190 45793.07422 36702.86491
26.45960 2.03824 105896.64844 78223.85411
26.45960 2.03458 136956.79688 140752.36661
26.45960 2.03092 104242.21094 213820.55521
26.45960 2.02726 2592.53247 274233.46505
26.45960 2.02360 -131097.54688 296939.99758
26.45960 2.01994 -238053.79688 271452.72225
26.45960 2.01628 -276254.78125 209506.23542
26.45960 2.01262 -245441.48438 136513.92585
26.45960 2.00896 -179631.56250 75099.00975
26.45960 2.00530 -118454.92188 34879.37674
26.45960 2.00164 -83732.90625 13676.67329
26.45960 1.99798 -75885.06250 4527.61490
26.45960 1.99432 -83472.20312 1265.42305
26.45960 1.99066 -92857.47656 298.59274
26.45960 1.98700 -93592.95312 59.48398
26.45960 1.98335 -82241.50781 10.00456
26.45960 1.97969 -64005.44141 1.42060
26.45960 1.97603 -48609.57031 0.17030
26.45960 1.97237 -42331.81250 0.01724
26.45960 1.96871 -44010.70312 0.00147
26.45960 1.96505 -48740.50000 0.00011

26.33013 2.08216 82914.67188 0.00027
26.33013 2.07850 92107.62500 0.00372
26.33013 2.07484 93466.20312 0.04307
26.33013 2.07118 82507.00781 0.42120
26.33013 2.06752 58458.46875 3.47781
26.33013 2.06386 25894.42383 24.24399
26.33013 2.06020 -6898.29199 142.68552
26.33013 2.05654 -31688.18945 708.97820
26.33013 2.05288 -42541.48438 2974.15172
26.33013 2.04922 -34348.03125 10533.44933
26.33013 2.04556 -463.56387 31495.99644
26.33013 2.04190 64147.56250 79509.19312
26.33013 2.03824 153308.18750 169455.85959
26.33013 2.03458 242564.28125 304910.99609
26.33013 2.03092 296183.28125 463198.16882
26.33013 2.02726 287968.31250 594070.28814
26.33013 2.02360 220321.57812 643259.31151
26.33013 2.01994 124077.09375 588046.38192
26.33013 2.01628 38369.51172 453852.08411
26.33013 2.01262 -12735.28027 295729.28764
26.33013 2.00896 -29340.64258 162686.52826
26.33013 2.00530 -27781.32422 75558.98178
26.33013 2.00164 -26211.54688 29627.69420
26.33013 1.99798 -34365.56250 9808.14463
26.33013 1.99432 -50758.12109 2741.27825
26.33013 1.99066 -66060.78906 646.83965
26.33013 1.98700 -70341.10156 128.85978
26.33013 1.98335 -60514.01562 21.67282
26.33013 1.97969 -42553.48438 3.07745
26.33013 1.97603 -26551.08789 0.36893
26.33013 1.97237 -19421.16211 0.03734
26.33013 1.96871 -21933.89648 0.00319
26.33013 1.96505 -31227.33984 0.00023

26.20066 2.08216 85100.68750 0.00056
26.20066 2.07850 94368.56250 0.00763
26.20066 2.07484 94948.46094 0.08839
26.20066 2.07118 81880.25781 0.86442
26.20066 2.06752 55554.79297 7.13750
26.20066 2.06386 21468.39062 49.75588
26.20066 2.06020 -12609.92480 292.83312
26.20066 2.05654 -38788.28125 1455.03412
26.20066 2.05288 -49611.84375 6103.84388
26.20066 2.04922 -37001.21094 21617.77079
26.20066 2.04556 10884.66992 64639.15197
26.20066 2.04190 110862.26562 163176.51126
26.20066 2.03824 276117.53125 347773.82207
26.20066 2.03458 496617.62500 625768.04815
26.20066 2.03092 724132.43750 950620.40310
26.20066 2.02726 883367.56250 1219208.91486
26.20066 2.02360 911330.18750 1320159.42022
26.20066 2.01994 797652.75000 1206846.06772
26.20066 2.01628 592291.87500 931439.45762
26.20066 2.01262 373454.53125 606924.45165
26.20066 2.00896 201940.90625 333881.14091
26.20066 2.00530 95793.46094 155069.50276
26.20066 2.00164 37715.28125 60804.84013
26.20066 1.99798 1012.32983 20129.22984
26.20066 1.99432 -29114.82422 5625.91826
26.20066 1.99066 -51702.64062 1327.50733
26.20066 1.98700 -59796.11719 264.45860
26.20066 1.98335 -51641.62891 44.47907
26.20066 1.97969 -33885.33203 6.31584
26.20066 1.97603 -16873.01367 0.75715
26.20066 1.97237 -8537.60645 0.07663
26.20066 1.96871 -11900.30664 0.00655
26.20066 1.96505 -25952.29688 0.00047

26.07119 2.08216 85247.85938 0.00108
26.07119 2.07850 95732.52344 0.01483
26.07119 2.07484 96960.39844 0.17185
26.07119 2.07118 83283.75000 1.68069
26.07119 2.06752 56160.20703 13.87743
26.07119 2.06386 21821.29883 96.74035
26.07119 2.06020 -12651.13379 569.35534
26.07119 2.05654 -39191.58984 2829.02243
26.07119 2.05288 -47238.85547 11867.70195
26.07119 2.04922 -22946.69141 42031.42574
26.07119 2.04556 56391.46094 125677.88520
26.07119 2.04190 230661.14062 317264.04546
26.07119 2.03824 547186.50000 676176.54553
26.07119 2.03458 1016268.81250 1216680.64196
26.07119 2.03092 1558292.62500 1848290.98533
26.07119 2.02726 2003404.62500 2370507.55404
26.07119 2.02360 2173732.25000 2566785.59354
26.07119 2.01994 1996828.37500 2346470.47379
26.07119 2.01628 1555862.75000 1810997.47838
26.07119 2.01262 1032066.68750 1180043.04254
26.07119 2.00896 590295.25000 649165.00939
26.07119 2.00530 300454.62500 301501.59108
26.07119 2.00164 141221.15625 118222.83375
26.07119 1.99798 56420.14453 39137.25598
26.07119 1.99432 4842.43652 10938.47130
26.07119 1.99066 -27205.77148 2581.07213
26.07119 1.98700 -39574.25391 514.18678
26.07119 1.98335 -33491.45312 86.48064
26.07119 1.97969 -16149.24512 12.27988
26.07119 1.97603 2243.79395 1.47213
26.07119 1.97237 12438.55078 0.14900
26.07119 1.96871 8763.12500 0.01273
26.07119 1.96505 -9482.70215 0.00092

25.94172 2.08216 57670.29688 0.00199
25.94172 2.07850 70512.68750 0.02733
25.94172 2.07484 73554.67969 0.31654
25.94172 2.07118 60380.19922 3.09581
25.94172 2.06752 33857.82422 25.56203
25.94172 2.06386 906.51379 178.19429
25.94172 2.06020 -32585.18164 1048.74411
25.94172 2.05654 -58028.62109 5211.01738
25.94172 2.05288 -59562.25781 21860.13106
25.94172 2.04922 -13183.59473 77421.26311
25.94172 2.04556 123813.42969 231496.80142
25.94172 2.04190 432463.25000 584395.66844
25.94172 2.03824 1017670.43750 1245507.17284
25.94172 2.03458 1919209.50000 2241107.70573
25.94172 2.03092 2995934.75000 3404524.59488
25.94172 2.02726 3911735.50000 4366439.77280
25.94172 2.02360 4296292.50000 4727981.01182
25.94172 2.01994 3982908.25000 4322163.82732
25.94172 2.01628 3123659.50000 3335830.50794
25.94172 2.01262 2079750.75000 2173621.79073
25.94172 2.00896 1187737.25000 1195752.32372
25.94172 2.00530 596514.50000 555361.46115
25.94172 2.00164 272515.68750 217764.70716
25.94172 1.99798 109932.24219 72090.24532
25.94172 1.99432 25122.83398 20148.50198
25.94172 1.99066 -19890.00781 4754.29661
25.94172 1.98700 -37503.58984 947.12442
25.94172 1.98335 -34497.06250 159.29606
25.94172 1.97969 -18478.03516 22.61936
25.94172 1.97603 1210.62366 2.71164
25.94172 1.97237 13774.38281 0.27445
25.94172 1.96871 10376.83203 0.02345
25.94172 1.96505 -11228.24414 0.00169

25.81225 2.08216 46727.29688 0.00348
25.81225 2.07850 63358.46094 0.04768
25.81225 2.07484 69349.11719 0.55238
25.81225 2.07118 57588.10938 5.40236
25.81225 2.06752 33283.87891 44.60714
25.81225 2.06386 4184.02441 310.95879
25.81225 2.06020 -25954.85938 1830.11584
25.81225 2.05654 -47834.48438 9093.51042
25.81225 2.05288 -37200.94531 38147.12465
25.81225 2.04922 46694.25000 135104.33982
25.81225 2.04556 280424.93750 403974.58358
25.81225 2.04190 813582.62500 1019802.41350
25.81225 2.03824 1844040.25000 2173478.15783
25.81225 2.03458 3454611.00000 3910855.55666
25.81225 2.03092 5396832.00000 5941081.67832
25.81225 2.02726 7060191.50000 7619676.28981
25.81225 2.02360 7765563.50000 8250585.53168
25.81225 2.01994 7204284.50000 7542412.34261
25.81225 2.01628 5651688.00000 5821206.73838
25.81225 2.01262 3764970.00000 3793088.94286
25.81225 2.00896 2154058.50000 2086653.22404
25.81225 2.00530 1087171.00000 969136.13332
25.81225 2.00164 505461.84375 380011.32782
25.81225 1.99798 222516.68750 125801.42211
25.81225 1.99432 87929.90625 35160.23828
25.81225 1.99066 25230.25195 8296.50769
25.81225 1.98700 1221.42139 1652.78393
25.81225 1.98335 -154.01709 277.98035
25.81225 1.97969 13222.96289 39.47202
25.81225 1.97603 33976.17578 4.73197
25.81225 1.97237 49531.40234 0.47893
25.81225 1.96871 47188.60547 0.04092
25.81225 1.96505 23427.53125 0.00295

25.68278 2.08216 29746.80664 0.00575
25.68278 2.07850 51312.91016 0.07883
25.68278 2.07484 60787.51562 0.91321
25.68278 2.07118 50586.29297 8.93131
25.68278 2.06752 29832.23242 73.74564
25.68278 2.06386 7446.41846 514.08485
25.68278 2.06020 -16369.87402 3025.59326
25.68278 2.05654 -31545.46484 15033.61875
25.68278 2.05288 -1209.47888 63065.78011
25.68278 2.04922 141354.54688 223357.87204
25.68278 2.04556 526065.18750 667860.88048
25.68278 2.04190 1409568.00000 1685962.84390
